CLIENT,COMPANYCODE,FISCALYEAR,ACCOUNTINGDOCUMENT,ACCOUNTINGDOCUMENTITEM,ACCOUNTINGDOCUMENTTYPE,POSTINGDATE,DOCUMENTREFERENCEID,ASSIGNMENTREFERENCE,PAYMENTREFERENCE,BILLINGDOCUMENT,CLEARINGDOCFISCALYEAR,CLEARINGACCOUNTINGDOCUMENT,CLEARINGDATE,COMPANYCODECURRENCY,TRANSACTIONCURRENCY,AMOUNTINCOMPANYCODECURRENCY,AMOUNTINTRANSACTIONCURRENCY,TAXAMOUNTINCOCODECRCY,TAXAMOUNT,CASHDISCOUNTAMTINCOCODECRCY,CASHDISCOUNTAMOUNT,DEBITCREDITCODE,DOCUMENTITEMTEXT,FINANCIALACCOUNTTYPE,INVOICEREFERENCE,INVOICEREFERENCEFISCALYEAR,INVOICEITEMREFERENCE,FOLLOWONDOCUMENTTYPE,DEBTOR,ORGANIZATIONBPNAME1,ORGANIZATIONBPNAME2,ORGANIZATIONBPNAME3,ORGANIZATIONBPNAME4,CITYNAME,COUNTRY,PARTNERCOMPANY
"910","F001","2016","1100074852","001","DR","20161114","","","","","2017","0100013768","20170127","EUR","EUR","55.00","55.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074853","001","DR","20161208","","","","","2017","0100013770","20170127","EUR","EUR","99.00","99.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074857","001","DR","20161203","","","","","2017","0100013772","20170127","EUR","EUR","33.00","33.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074858","001","DR","20161220","","","","","2017","0100013774","20170127","EUR","EUR","71.00","71.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074859","001","DR","20161127","","","","","2017","0100013776","20170127","EUR","EUR","73.00","73.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074861","001","DR","20161104","","","","","2017","0100013778","20170127","EUR","EUR","36.00","36.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074862","001","DR","20161101","","","","","2017","0100013780","20170127","EUR","EUR","17.00","17.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074863","001","DR","20161109","","","","","2017","0100013782","20170127","EUR","EUR","95.00","95.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074865","001","DR","20161031","","","","","2017","0100013784","20170127","EUR","EUR","70.00","70.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074866","001","DR","20161108","","","","","2017","0100013786","20170127","EUR","EUR","85.00","85.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074867","001","DR","20161222","","","","","2017","0100013788","20170127","EUR","EUR","46.00","46.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074868","001","DR","20161109","","","","","2017","0100013790","20170127","EUR","EUR","23.00","23.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074869","001","DR","20161126","","","","","2017","0100013792","20170127","EUR","EUR","21.00","21.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074871","001","DR","20161107","","","","","2017","0100013794","20170127","EUR","EUR","32.00","32.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074872","001","DR","20161113","","","","","2017","0100013796","20170127","EUR","EUR","83.00","83.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074876","001","DR","20161119","","","","","2017","0100013798","20170127","EUR","EUR","69.00","69.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074877","001","DR","20161220","","","","","2017","0100013800","20170127","EUR","EUR","38.00","38.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074878","001","DR","20161122","","","","","2017","0100013802","20170127","EUR","EUR","70.00","70.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074879","001","DR","20161207","","","","","2017","0100013804","20170127","EUR","EUR","54.00","54.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074880","001","DR","20161218","","","","","2017","0100013806","20170127","EUR","EUR","94.00","94.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074881","001","DR","20161129","","","","","2017","0100013808","20170127","EUR","EUR","55.00","55.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074882","001","DR","20161031","","","","","2017","0100013810","20170127","EUR","EUR","73.00","73.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074883","001","DR","20161215","","","","","2017","0100013812","20170127","EUR","EUR","22.00","22.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074884","001","DR","20161212","","","","","2017","0100013814","20170127","EUR","EUR","91.00","91.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074885","001","DR","20161108","","","","","2017","0100013816","20170127","EUR","EUR","99.00","99.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074886","001","DR","20161101","","","","","2017","0100013818","20170127","EUR","EUR","95.00","95.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074887","001","DR","20161223","","","","","2017","0100013820","20170127","EUR","EUR","99.00","99.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074889","001","DR","20161115","","","","","2017","0100013822","20170127","EUR","EUR","67.00","67.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074890","001","DR","20161202","","","","","2017","0100013824","20170127","EUR","EUR","20.00","20.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074892","001","DR","20161130","","","","","2017","0100013826","20170127","EUR","EUR","68.00","68.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074894","001","DR","20161227","","","","","2017","0100013828","20170127","EUR","EUR","43.00","43.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074895","001","DR","20161108","","","","","2017","0100013830","20170127","EUR","EUR","51.00","51.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074896","001","DR","20161106","","","","","2017","0100013832","20170127","EUR","EUR","32.00","32.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074900","001","DR","20161128","","","","","2017","0100013834","20170127","EUR","EUR","96.00","96.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074901","001","DR","20161222","","","","","2017","0100013836","20170127","EUR","EUR","55.00","55.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074903","001","DR","20161111","","","","","2017","0100013838","20170127","EUR","EUR","37.00","37.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074904","001","DR","20161208","","","","","2017","0100013840","20170127","EUR","EUR","89.00","89.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074905","001","DR","20161212","","","","","2017","0100013842","20170127","EUR","EUR","50.00","50.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074906","001","DR","20161226","","","","","2017","0100013844","20170127","EUR","EUR","22.00","22.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074908","001","DR","20161030","","","","","2017","0100013846","20170127","EUR","EUR","65.00","65.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074910","001","DR","20161109","","","","","2017","0100013848","20170127","EUR","EUR","92.00","92.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074911","001","DR","20161205","","","","","2017","0100013850","20170127","EUR","EUR","16.00","16.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074912","001","DR","20161226","","","","","2017","0100013852","20170127","EUR","EUR","31.00","31.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074914","001","DR","20161102","","","","","2017","0100013854","20170127","EUR","EUR","45.00","45.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074916","001","DR","20161101","","","","","2017","0100013856","20170127","EUR","EUR","15.00","15.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074917","001","DR","20161029","","","","","2017","0100013858","20170127","EUR","EUR","98.00","98.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074918","001","DR","20161113","","","","","2017","0100013860","20170127","EUR","EUR","96.00","96.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074919","001","DR","20161218","","","","","2017","0100013862","20170127","EUR","EUR","45.00","45.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074921","001","DR","20161113","","","","","2017","0100013864","20170127","EUR","EUR","85.00","85.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074922","001","DR","20161224","","","","","2017","0100013866","20170127","EUR","EUR","49.00","49.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074924","001","DR","20161113","","","","","2017","0100013868","20170127","EUR","EUR","78.00","78.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074925","001","DR","20161124","","","","","2017","0100013870","20170127","EUR","EUR","74.00","74.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074926","001","DR","20161119","","","","","2017","0100013872","20170127","EUR","EUR","58.00","58.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074928","001","DR","20161208","","","","","2017","0100013874","20170127","EUR","EUR","58.00","58.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100074929","001","DR","20161109","","","","","2017","0100013876","20170127","EUR","EUR","52.00","52.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074930","001","DR","20161228","","","","","2017","0100013878","20170127","EUR","EUR","37.00","37.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100074931","001","DR","20161106","","","","","2017","0100013880","20170127","EUR","EUR","70.00","70.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100074933","001","DR","20161228","","","","","2017","0100013882","20170127","EUR","EUR","13.00","13.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100075857","001","DR","20161104","","","","","2017","0100013885","20170127","EUR","EUR","24.00","24.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077244","001","DR","20170127","","","","","2017","0100013940","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077245","001","DR","20170127","","","","","2017","0100013940","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077248","001","DR","20170127","","","","","2017","0100013946","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077249","001","DR","20170127","","","","","2017","0100013946","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077254","001","DR","20170127","","","","","2017","0100013953","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077253","001","DR","20170127","","","","","2017","0100013953","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","0100013959","002","DZ","20170127","DBK1 DB01 17067","0006066000001","","","2017","0100013961","20170127","EUR","EUR","2380.00","2380.00","0.00","0.00","0.00","0.00","H","1100077 1100077
","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077260","001","DR","20170127","","","","","2017","0100013961","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2017","1100077261","001","DR","20170127","","","","","2017","0100013961","20170127","EUR","EUR","1190.00","1190.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100075982","001","DR","20161207","","","","","2017","0100013975","20170127","EUR","EUR","92.00","92.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100075983","001","DR","20161213","","","","","2017","0100013977","20170127","EUR","EUR","45.00","45.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100075987","001","DR","20161118","","","","","2017","0100013982","20170127","EUR","EUR","80.00","80.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100075988","001","DR","20161110","","","","","2017","0100013984","20170127","EUR","EUR","13.00","13.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100075991","001","DR","20161030","","","","","2017","0100013987","20170127","EUR","EUR","96.00","96.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100075992","001","DR","20161029","","","","","2017","0100013989","20170127","EUR","EUR","64.00","64.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100075993","001","DR","20161211","","","","","2017","0100013991","20170127","EUR","EUR","93.00","93.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100075994","001","DR","20161211","","","","","2017","0100013993","20170127","EUR","EUR","84.00","84.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100075995","001","DR","20161219","","","","","2017","0100013995","20170127","EUR","EUR","27.00","27.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100075996","001","DR","20161217","","","","","2017","0100013997","20170127","EUR","EUR","68.00","68.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100076003","001","DR","20161118","","","","","2017","0100014002","20170127","EUR","EUR","35.00","35.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100076004","001","DR","20161110","","","","","2017","0100014004","20170127","EUR","EUR","30.00","30.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100076005","001","DR","20161108","","","","","2017","0100014006","20170127","EUR","EUR","10.00","10.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100076006","001","DR","20161228","","","","","2017","0100014008","20170127","EUR","EUR","86.00","86.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100076008","001","DR","20161225","","","","","2017","0100014010","20170127","EUR","EUR","85.00","85.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100076009","001","DR","20161130","","","","","2017","0100014012","20170127","EUR","EUR","50.00","50.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100076010","001","DR","20161114","","","","","2017","0100014014","20170127","EUR","EUR","58.00","58.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100076011","001","DR","20161127","","","","","2017","0100014016","20170127","EUR","EUR","70.00","70.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100076012","001","DR","20161207","","","","","2017","0100014018","20170127","EUR","EUR","71.00","71.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100076013","001","DR","20161217","","","","","2017","0100014020","20170127","EUR","EUR","18.00","18.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100076014","001","DR","20161209","","","","","2017","0100014022","20170127","EUR","EUR","93.00","93.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100076015","001","DR","20161219","","","","","2017","0100014024","20170127","EUR","EUR","23.00","23.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100076016","001","DR","20161101","","","","","2017","0100014026","20170127","EUR","EUR","82.00","82.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100076018","001","DR","20161111","","","","","2017","0100014028","20170127","EUR","EUR","87.00","87.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100076019","001","DR","20161128","","","","","2017","0100014030","20170127","EUR","EUR","29.00","29.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100076027","001","DR","20161029","","","","","2017","0100014038","20170127","EUR","EUR","76.00","76.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100076028","001","DR","20161102","","","","","2017","0100014040","20170127","EUR","EUR","49.00","49.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0002","Cool Werkzeug GmbH","","","","Berlin","DE",""
"910","F001","2016","1100076031","001","DR","20161202","","","","","2017","0100014044","20170127","EUR","EUR","16.00","16.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100076032","001","DR","20161123","","","","","2017","0100014046","20170127","EUR","EUR","70.00","70.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100076035","001","DR","20161212","","","","","2017","0100014050","20170127","EUR","EUR","75.00","75.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0003","Buff and Sand PLC","","","","Manchester","GB",""
"910","F001","2016","1100076049","001","DR","20161121","","","","","2017","0100014062","20170127","EUR","EUR","12.00","12.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
"910","F001","2016","1100076050","001","DR","20161130","","","","","2017","0100014064","20170127","EUR","EUR","89.00","89.00","0.00","0.00","0.00","0.00","S","","D","","0000","000","","C0001","Bohr und Hammer GmbH","Tools","","","Berlin","DE",""
